INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
[75.000-,F,Divorced,65+,Grad Study,Retired,1-3 years,Not Married,Four,One,Own,House,White,English
-10.000),F,Single,18-24,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Not Married,Five,One,Rent,House,White,English
[75.000-,M,Married,55-64,Grad Study,Retired,10+ years,No,Two,,Own,House,White,English
[75.000-,M,Single,18-24,College graduate,Sales Worker,10+ years,Not Married,Two,,Rent,Condominium,White,English
[75.000-,M,Married,65+,College graduate,Retired,10+ years,No,Two,,Own,House,Asian,Other
[15.000-20.000),M,Single,25-34,Grad Study,"Student, HS or College",-1 year,Not Married,One,,Rent,Apartment,American Indian,English
[30.000-40.000),F,Married,55-64,1 to 3 years of college,Clerical/Service Worker,,No,Two,,Own,Mobile Home,White,English
[50.000-75.000),F,Married,25-34,College graduate,Professional/Managerial,,Yes,Two,One,Rent,Apartment,East Indian,
[10.000-15.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,4-6 years,Not Married,One,,Rent,Condominium,White,
[25.000-30.000),M,Single,18-24,Graduated High Scool,,10+ years,Not Married,Four,Two,Family,Apartment,Black,English
-10.000),M,Single,14-17,Grades 9 to 11,Sales Worker,10+ years,Not Married,Two,One,Family,House,Hispanic,English
-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,,,Family,Condominium,White,
[15.000-20.000),M,Single,35-44,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Rent,Apartment,White,English
[40.000-50.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,Yes,Four,Two,Own,House,White,English
[40.000-50.000),M,Single,45-54,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Four,Two,Family,House,American Indian,English
[40.000-50.000),M,Married,25-34,College graduate,Professional/Managerial,4-6 years,Yes,Two,,Own,House,White,English
[20.000-25.000),M,Single,25-34,College graduate,Sales Worker,1-3 years,Not Married,One,,Rent,Apartment,Hispanic,English
[75.000-,M,Single,14-17,Grades 9 to 11,Clerical/Service Worker,10+ years,Not Married,Four,Two,Family,House,White,English
[50.000-75.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,Black,English
[40.000-50.000),F,Together,25-34,1 to 3 years of college,Homemaker,10+ years,No,Three,One,Rent,Apartment,Asian,English
[40.000-50.000),F,Together,35-44,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
[30.000-40.000),F,Single,25-34,,Professional/Managerial,4-6 years,Not Married,Five,,Own,House,Asian,Other
[25.000-30.000),M,Married,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,,Yes,Three,Seven,Rent,Apartment,Hispanic,Spanish
[25.000-30.000),M,Married,18-24,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Yes,Seven,,Family,,Hispanic,Spanish
[30.000-40.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,No,Five,Three,Own,House,Other,English
[25.000-30.000),F,Divorced,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
[25.000-30.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
[50.000-75.000),F,Married,35-44,College graduate,Sales Worker,10+ years,Yes,Four,Two,Own,House,White,English
[75.000-,M,Married,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,Yes,Two,,Rent,House,White,English
-10.000),F,,14-17,Grade 8 or less,"Student, HS or College",7-10 years,Not Married,Four,One,Family,House,Hispanic,English
-10.000),M,Married,55-64,Graduated High Scool,Retired,,No,Two,,Own,House,White,English
[40.000-50.000),M,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Five,Two,Own,House,White,Spanish
[40.000-50.000),F,Married,55-64,1 to 3 years of college,Retired,10+ years,No,Two,,Own,Condominium,White,English
[15.000-20.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Seven,One,Family,House,Asian,English
[50.000-75.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",4-6 years,Not Married,,,Family,House,White,English
[50.000-75.000),M,Divorced,55-64,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Own,House,White,English
[40.000-50.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",,Not Married,Four,,Family,House,White,English
-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",4-6 years,Not Married,Three,One,Family,House,Black,English
[40.000-50.000),F,Married,45-54,Grades 9 to 11,Clerical/Service Worker,10+ years,Yes,Two,,Own,House,White,English
[15.000-20.000),M,Married,35-44,Grades 9 to 11,,4-6 years,Yes,Seven,Two,Rent,House,Hispanic,Spanish
[25.000-30.000),M,Divorced,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
[20.000-25.000),F,Single,35-44,College graduate,Professional/Managerial,4-6 years,Not Married,One,,Rent,Apartment,White,English
[15.000-20.000),M,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Three,One,Family,House,White,English
[10.000-15.000),M,Divorced,65+,Grades 9 to 11,Retired,10+ years,Not Married,One,,Own,House,White,English
[15.000-20.000),F,Divorced,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,,Own,House,White,English
-10.000),M,Single,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Other,White,English
[15.000-20.000),F,Divorced,65+,Grad Study,Professional/Managerial,10+ years,Not Married,,,Own,House,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Four,Two,Family,House,Other,English
[10.000-15.000),M,Married,55-64,Grades 9 to 11,Retired,10+ years,No,Seven,Three,Own,House,Black,English
[50.000-75.000),F,Married,25-34,College graduate,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[20.000-25.000),F,Single,45-54,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
-10.000),M,Single,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,,Not Married,Three,,Rent,Apartment,White,English
-10.000),M,Single,18-24,Graduated High Scool,Sales Worker,,Not Married,Nine or more,,Rent,House,Hispanic,Spanish
[20.000-25.000),F,Divorced,35-44,College graduate,,10+ years,Not Married,Two,,Rent,Apartment,Hispanic,
[75.000-,M,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,One,Own,House,Asian,Other
[20.000-25.000),M,Married,35-44,1 to 3 years of college,Factory Worker/Laborer/Driver,7-10 years,Yes,Four,Two,Rent,House,Black,English
[50.000-75.000),F,Married,55-64,Graduated High Scool,Retired,10+ years,No,Two,,Own,House,Black,
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",-1 year,Not Married,Six,Three,Family,House,White,English
[10.000-15.000),F,Divorced,55-64,1 to 3 years of college,Retired,7-10 years,Not Married,One,,Rent,Apartment,White,English
-10.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",4-6 years,Not Married,Five,Three,Family,House,White,English
[30.000-40.000),F,Single,14-17,Grade 8 or less,Unemployed,,Not Married,Five,Three,Own,House,Hispanic,Spanish
[30.000-40.000),M,Married,45-54,1 to 3 years of college,Sales Worker,10+ years,Yes,Four,Two,Own,House,Other,English
[15.000-20.000),F,Single,18-24,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Black,English
[75.000-,M,Married,25-34,College graduate,Professional/Managerial,10+ years,Yes,Three,One,Own,House,Hispanic,English
[10.000-15.000),F,Married,55-64,Graduated High Scool,Retired,,No,,,Rent,Apartment,White,Other
[75.000-,M,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
[50.000-75.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Three,One,Family,House,Hispanic,English
[30.000-40.000),F,Married,45-54,College graduate,,10+ years,Yes,Three,One,Own,House,White,English
[20.000-25.000),M,Married,25-34,1 to 3 years of college,Clerical/Service Worker,1-3 years,Yes,Two,,Rent,Apartment,Asian,English
[50.000-75.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,7-10 years,Not Married,Four,,Own,House,Asian,Other
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Six,Three,Family,House,White,English
[25.000-30.000),M,Divorced,35-44,Graduated High Scool,Homemaker,10+ years,Not Married,One,,Rent,Apartment,Black,English
[75.000-,F,Married,25-34,Grad Study,Professional/Managerial,1-3 years,Yes,Three,One,Own,Condominium,White,English
[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,,Yes,Four,Two,Own,House,Asian,English
[20.000-25.000),F,Single,25-34,College graduate,Professional/Managerial,,Not Married,One,,Own,Mobile Home,White,
[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,Other,English
-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Five,One,Family,House,White,English
[25.000-30.000),M,Together,25-34,1 to 3 years of college,Clerical/Service Worker,4-6 years,Yes,Three,,Rent,Apartment,White,English
[40.000-50.000),M,Divorced,45-54,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Rent,Apartment,Black,English
[50.000-75.000),M,Married,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
[20.000-25.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,7-10 years,Not Married,One,,Rent,House,White,English
[30.000-40.000),M,Single,35-44,Grad Study,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,Other,
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
[50.000-75.000),F,Married,25-34,College graduate,Professional/Managerial,,Yes,Four,Two,Own,House,White,English
[10.000-15.000),F,Together,18-24,Grad Study,Professional/Managerial,1-3 years,Not Married,Four,,Rent,Apartment,White,English
[40.000-50.000),M,Divorced,35-44,College graduate,Professional/Managerial,4-6 years,Not Married,One,,Rent,Apartment,White,English
[15.000-20.000),M,,14-17,Grades 9 to 11,Unemployed,10+ years,No,Two,One,Family,Apartment,Black,English
[10.000-15.000),F,Together,18-24,Graduated High Scool,Unemployed,,Not Married,Four,,Family,House,Black,English
[50.000-75.000),F,Divorced,65+,Grades 9 to 11,Homemaker,10+ years,Not Married,One,,Own,House,White,English
[15.000-20.000),F,Married,18-24,1 to 3 years of college,"Student, HS or College",7-10 years,Yes,Two,One,Rent,House,Black,English
[50.000-75.000),M,Married,25-34,Grad Study,Professional/Managerial,7-10 years,Yes,Two,,Own,House,White,English
[20.000-25.000),F,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Two,,Rent,House,Black,English
[50.000-75.000),F,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Five,,Own,House,White,English
[30.000-40.000),F,Married,25-34,Grade 8 or less,Homemaker,10+ years,Yes,Five,Two,Own,House,Hispanic,Spanish
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Six,Three,Family,House,Pacific Islander,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Five,Three,Family,House,White,English
[20.000-25.000),F,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,Mobile Home,White,English
-10.000),M,Together,18-24,Graduated High Scool,Military,-1 year,Yes,Five,,Rent,Apartment,Black,English
[50.000-75.000),F,Single,25-34,College graduate,Professional/Managerial,,Not Married,Three,One,Rent,Condominium,White,English
[10.000-15.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,Two,,Own,House,Black,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,Three,One,Family,House,White,English
[30.000-40.000),F,Divorced,65+,1 to 3 years of college,Retired,10+ years,Not Married,One,,Own,,White,English
[20.000-25.000),F,Single,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Eight,Three,Family,House,Black,English
[25.000-30.000),M,Single,18-24,College graduate,Professional/Managerial,-1 year,Not Married,One,,Rent,Apartment,White,English
[25.000-30.000),M,Divorced,35-44,Grad Study,Clerical/Service Worker,7-10 years,Not Married,Two,,Rent,Apartment,White,English
[50.000-75.000),M,Together,35-44,College graduate,Professional/Managerial,1-3 years,Not Married,Two,,Rent,Apartment,White,English
[20.000-25.000),M,Single,18-24,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Four,,Family,House,Hispanic,
[30.000-40.000),M,Married,45-54,1 to 3 years of college,Military,-1 year,Yes,Three,,Rent,House,Pacific Islander,English
-10.000),F,,18-24,Graduated High Scool,Sales Worker,1-3 years,Not Married,Four,,Family,House,White,English
[10.000-15.000),F,,45-54,Grades 9 to 11,,,Yes,Four,Two,Rent,House,Hispanic,Spanish
[40.000-50.000),M,Divorced,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,Two,Own,Condominium,Other,English
[40.000-50.000),M,Married,35-44,1 to 3 years of college,Sales Worker,1-3 years,Yes,Three,One,Rent,House,Asian,Other
[30.000-40.000),M,Married,55-64,Grades 9 to 11,Retired,10+ years,No,Two,,Own,House,White,
[15.000-20.000),M,Divorced,25-34,1 to 3 years of college,Sales Worker,10+ years,Not Married,Four,,Rent,Apartment,Black,English
[30.000-40.000),F,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,House,White,English
[15.000-20.000),F,Married,25-34,College graduate,Professional/Managerial,10+ years,No,Four,Two,Own,Mobile Home,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,Black,English
-10.000),M,Single,18-24,Graduated High Scool,,-1 year,Not Married,Three,,Family,House,White,Other
[25.000-30.000),F,Married,25-34,Grades 9 to 11,Factory Worker/Laborer/Driver,4-6 years,Yes,Four,Two,Rent,Apartment,Hispanic,Spanish
[10.000-15.000),F,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,Two,Rent,Apartment,Black,English
-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,,,Family,House,Hispanic,English
[75.000-,F,Single,14-17,Grades 9 to 11,Unemployed,,Not Married,Five,Three,Family,Condominium,White,English
[20.000-25.000),F,Divorced,65+,Graduated High Scool,Retired,10+ years,Not Married,One,,Own,Other,White,English
[50.000-75.000),F,Married,45-54,Graduated High Scool,Professional/Managerial,7-10 years,Yes,Two,,Own,Condominium,Hispanic,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,American Indian,English
-10.000),M,Single,14-17,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,Black,English
-10.000),M,Single,25-34,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,One,,Rent,Apartment,Asian,English
[20.000-25.000),M,Single,35-44,College graduate,Retired,7-10 years,Not Married,One,,Rent,Apartment,White,English
[15.000-20.000),M,Single,18-24,Graduated High Scool,Military,10+ years,Not Married,Four,,Family,Apartment,Hispanic,English
[50.000-75.000),F,Together,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Own,House,White,
[30.000-40.000),F,Single,25-34,Graduated High Scool,Sales Worker,10+ years,Not Married,Three,,Family,Other,Hispanic,English
[75.000-,M,Married,35-44,College graduate,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
[15.000-20.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Two,,Family,Apartment,Other,English
[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,1-3 years,No,Two,,Own,House,White,English
[10.000-15.000),F,Divorced,55-64,1 to 3 years of college,Retired,7-10 years,Not Married,One,,Rent,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,Four,Three,Family,Apartment,Asian,Other
[10.000-15.000),F,Divorced,45-54,1 to 3 years of college,Clerical/Service Worker,4-6 years,Not Married,Two,,Rent,Other,White,English
-10.000),F,Together,18-24,College graduate,,4-6 years,Yes,Four,Two,Rent,House,White,English
